Filename,Length..mm.,Precision..mm.,Range..mm.,Site,SiteCode,Family,Genus,Species,Number,Stage,Activity,SpeciesName
M17-P3L.avi,459.985,2.915,1562.306,PuntaEspinoza2,PUNE,Serranidae,Epinephelus,labriformis,1,,Passing,Epinephelus labriformis
M17-P3L.avi,253.426,7.339,2635.883,PuntaEspinoza2,PUNE,Scaridae,,sp,1,,Passing,Scaridae sp
M17-P3L.avi,162.888,3.771,3355.239,PuntaEspinoza2,PUNE,Scaridae,,sp,1,,Passing,Scaridae sp
M17-P3L.avi,0,3.286,1258.876,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,12,,Passing,Stegastes arcifrons
M17-P3L.avi,205.202,6.267,2326.163,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M17-P3L.avi,164.352,7.725,2451.828,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M17-P3L.avi,133.631,2.362,2874.578,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M17-P3L.avi,93.54,1.588,1920.482,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M17-P3L.avi,115.396,1.656,1421.532,PuntaEspinoza2,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M17-P3L.avi,282.227,10.391,2705.361,PuntaEspinoza2,PUNE,Scaridae,Scarus,ghobban,1,,Passing,Scarus ghobban
M17-P3L.avi,0,3.217,1249.557,PuntaEspinoza2,PUNE,Scaridae,Scarus,ghobban,2,,Passing,Scarus ghobban
M17-P3L.avi,94.745,1.899,1609.547,PuntaEspinoza2,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M17-P3L.avi,147.174,1.002,705.896,PuntaEspinoza2,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M17-P3L.avi,654.131,5.266,3444.546,PuntaEspinoza2,PUNE,Labridae,Bodianus,diplotaenia,1,AD,Passing,Bodianus diplotaenia
M17-P3L.avi,545.135,1.23,1510.619,PuntaEspinoza2,PUNE,Dasyatidae,Dasyatis,brevis,1,M,Passing,Dasyatis brevis
M18-P1L.avi,181.754,15.508,3482.247,PuntaEspinoza3,PUNE,Serranidae,Mycteroperca,olfax,1,,Passing,Mycteroperca olfax
M18-P1L.avi,148.596,6.672,2650.768,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,143.903,2.575,2091.783,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,137.469,1.462,1598.519,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,129.898,1.829,2120.249,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,159.94,2.661,1632.486,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,135.874,1.623,1529.496,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,146.657,3.202,1887.117,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,167.821,5.557,1955.68,PuntaEspinoza3,PUNE,Lutjanidae,Lutjanus,viridis,1,,Passing,Lutjanus viridis
M18-P1L.avi,435.96,5.061,2253.448,PuntaEspinoza3,PUNE,Dasyatidae,Dasyatis,brevis,1,,Passing,Dasyatis brevis
M18-P1L.avi,0,3.179,1226.935,PuntaEspinoza3,PUNE,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M18-P1L.avi,77.409,2.847,1606.826,PuntaEspinoza3,PUNE,Gerreidae,Eucinostomus,sp,1,,Passing,Eucinostomus sp
M18-P1L.avi,1051.606,4.26,3585.826,PuntaEspinoza3,PUNE,Myliobatidae,Aetobatus,laticeps,1,M,Passing,Aetobatus laticeps
M18-P1L.avi,425.746,1.681,1643.874,PuntaEspinoza3,PUNE,Dasyatidae,Dasyatis,brevis,1,F,Passing,Dasyatis brevis
M18-P1L.avi,66.183,1.847,1382.665,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,129.186,1.215,1387.718,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,72.503,3.319,1899.526,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,75.977,2.779,1351.588,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,73.036,2.116,2005.502,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,74.146,1.679,1222.676,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,80.699,4.495,1878.418,PuntaEspinoza3,PUNE,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M18-P1L.avi,0,3.2,1232.188,PuntaEspinoza3,PUNE,Pomacentridae,Stegastes,sp,4,,Passing,Stegastes sp
M18-P1L.avi,34.867,3.26,2055.054,PuntaEspinoza3,PUNE,Labridae,Thalassoma,lucasanum,1,,Passing,Thalassoma lucasanum
M18-P1L.avi,67.394,6.472,1963.581,PuntaEspinoza3,PUNE,Labridae,Thalassoma,lucasanum,1,,Passing,Thalassoma lucasanum
M18-P1L.avi,59.282,4.152,1554.558,PuntaEspinoza3,PUNE,Labridae,Thalassoma,lucasanum,1,,Passing,Thalassoma lucasanum
M18-P1L.avi,37.353,0.749,827.221,PuntaEspinoza3,PUNE,Labridae,Thalassoma,lucasanum,1,,Passing,Thalassoma lucasanum
M18-P1L.avi,140.17,6.303,2842.316,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,124.626,9.264,2705.111,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,126.481,4.716,2585.736,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,95.198,3.15,2459.381,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,116.989,5.347,2199.444,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,0,3.127,1214.827,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,8,,Passing,Archosargus pourtalesii
M18-P1L.avi,158.955,4.094,2989.663,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,146.067,9.271,3021.009,PuntaEspinoza3,PUNE,Sparidae,Archosargus,pourtalesii,1,,Passing,Archosargus pourtalesii
M18-P1L.avi,0,3.151,1221.524,PuntaEspinoza3,PUNE,Mugilidae,Mugil,sp,50,,Passing,Mugil sp
M18-P1L.avi,449.985,1.971,1879.257,PuntaEspinoza3,PUNE,Dasyatidae,Dasyatis,brevis,1,M,Passing,Dasyatis brevis
M19-P1L.avi,0,2.891,1166.167,PatillosOut1,POZP_O,Pomacentridae,Stegastes,sp,2,NA,Passing,Stegastes sp
M19-P1L.avi,0,2.908,1168.146,PatillosOut1,POZP_O,Pomacentridae,Stegastes,arcifrons,2,NA,Passing,Stegastes arcifrons
M19-P1L.avi,0,2.833,1150.108,PatillosOut1,POZP_O,Sparidae,Archosargus,pourtalesii,1,NA,Passing,Archosargus pourtalesii
M19-P1L.avi,0,2.838,1148.953,PatillosOut1,POZP_O,Tetraodontidae,Sphoeroides,annulatus,5,NA,Passing,Sphoeroides annulatus
M19-P1L.avi,0,2.845,1151.737,PatillosOut1,POZP_O,Dasyatidae,Dasyatis,brevis,1,NA,Passing,Dasyatis brevis
M19-P1L.avi,0,2.841,1150.352,PatillosOut1,POZP_O,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M19-P1L.avi,0,2.899,1164.052,PatillosOut1,POZP_O,Mugilidae,Mugil,curema,2,NA,Passing,Mugil curema
M19-P1L.avi,0,2.885,1160.589,PatillosOut1,POZP_O,Mugilidae,Mugil,sp,6,NA,Passing,Mugil sp
M20-P3L.avi,118.938,1.355,1395.804,PatillosOut2,POZP_O,Tetraodontidae,,sp,1,NA,Passing,Tetraodontidae sp
M20-P3L.avi,238.736,0.798,1012.755,PatillosOut2,POZP_O,Kyphosidae,Girella,freminvillii,1,NA,Passing,Girella freminvillii
M20-P3L.avi,0,3.283,1261.677,PatillosOut2,POZP_O,Tetraodontidae,Sphoeroides,annulatus,4,NA,Passing,Sphoeroides annulatus
M20-P3L.avi,0,3.256,1253.347,PatillosOut2,POZP_O,Gerreidae,Gerres,simillimus,1,NA,Passing,Gerres simillimus
M20-P3L.avi,0,3.247,1253.621,PatillosOut2,POZP_O,Mugilidae,Mugil,sp,3,NA,Passing,Mugil sp
M20-P3L.avi,117.248,1.731,1722.472,PatillosOut2,POZP_O,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M20-P3L.avi,109.122,2.2,1667.319,PatillosOut2,POZP_O,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M20-P3L.avi,0,3.274,1257.745,PatillosOut2,POZP_O,Gerreidae,Eucinostomus,sp,2,NA,Passing,Eucinostomus sp
M21-P4L.avi,116.805,6.632,2933.263,PatillosOut3,POZP_O,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M21-P4L.avi,126.028,6.236,2446.275,PatillosOut3,POZP_O,Pomacentridae,Stegastes,beebei,1,,Passing,Stegastes beebei
M21-P4L.avi,78.31,3.05,1870.97,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,56.355,1.52,1970.389,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,80.966,1.545,2203.753,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,40.538,1.904,2248.844,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,85.079,1.937,2079.826,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,71.031,1.495,2392.029,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,82.891,2.805,2751.431,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,55.74,0.983,1439.401,PatillosOut3,POZP_O,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M21-P4L.avi,111.181,3.369,2948.992,PatillosOut3,POZP_O,Serranidae,Serranus,psittacinus,1,,Passing,Serranus psittacinus
M21-P4L.avi,0,4.982,1900.473,PatillosOut3,POZP_O,Dasyatidae,Dasyatis,brevis,1,,Passing,Dasyatis brevis
M21-P4L.avi,465.284,1.598,2613.955,PatillosOut3,POZP_O,Dasyatidae,Dasyatis,brevis,1,M,Passing,Dasyatis brevis
M21-P4L.avi,142.308,4.225,3213.137,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,159.191,4.232,2956.42,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,158.133,4.864,3255.178,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,230.338,10.686,3327.794,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,0,5.039,1911.631,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,145.431,6.534,3280.331,PatillosOut3,POZP_O,Haemulidae,,sp,1,,Passing,Haemulidae sp
M21-P4L.avi,0,5.011,1906.14,PatillosOut3,POZP_O,Cheloniidae,Chelonia ,mydas,1,M,Passing,Chelonia  mydas
M21-P4L.avi,96.77,6.462,2804.029,PatillosOut3,POZP_O,Gerreidae,Eucinostomus,sp,1,,Passing,Eucinostomus sp
M21-P4L.avi,780.562,2.443,2985.882,PatillosOut3,POZP_O,Cheloniidae,Chelonia ,mydas,1,F,Passing,Chelonia  mydas
M21-P4L.avi,130.989,4.79,2113.593,PatillosOut3,POZP_O,Mullidae,Pseudupeneus,grandisquamis,1,,Passing,Pseudupeneus grandisquamis
M21-P4L.avi,258.586,0.781,1504.639,PatillosOut3,POZP_O,Mugilidae,Mugil,galapagensis,1,,Passing,Mugil galapagensis
M21-P4L.avi,205.902,0.63,1097.777,PatillosOut3,POZP_O,Mugilidae,Mugil,curema,1,,Passing,Mugil curema
M21-P4L.avi,90.083,2.293,3083.983,PatillosOut3,POZP_O,Pomacentridae,Stegastes,sp,1,,Passing,Stegastes sp
M21-P4L.avi,0,5.012,1906.544,PatillosOut3,POZP_O,Pomacentridae,Stegastes,sp,2,,Passing,Stegastes sp
M21-P4L.avi,0,5.152,1937.211,PatillosOut3,POZP_O,Mugilidae,Mugil,sp,100,,Passing,Mugil sp
M22-P1L.avi,499.96,5.25,2857.79,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,novemfasciatus,1,,Passing,Lutjanus novemfasciatus
M22-P1L.avi,622.769,10.493,3142.136,PatillosIn1,POZP_I,Cheloniidae,Chelonia ,mydas,1,F,Passing,Chelonia  mydas
M22-P1L.avi,145.687,9.932,2744.748,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,157.87,4.85,1857.458,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,128.565,7.137,2686.519,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,125.18,11.118,4377.291,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,0,2.948,1183.069,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,19,,Passing,Stegastes arcifrons
M22-P1L.avi,131.588,6.509,3064.767,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,139.408,2.497,2125.155,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,149.112,1.745,1615.798,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,212.474,11.621,3436.395,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,136.071,3.791,2399.83,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,176.32,6.493,2054.597,PatillosIn1,POZP_I,Pomacentridae,Stegastes,arcifrons,1,,Passing,Stegastes arcifrons
M22-P1L.avi,291.892,12.589,3290.942,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,370.609,9.843,3627.242,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,325.688,9.377,2933.569,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,272.792,9.352,3104.693,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,297.288,2.683,1807.227,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,286.036,14.712,3628.444,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,246.358,1.701,1741.247,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,210.731,2.923,1985.078,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,286.69,2.518,2377.984,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,275.073,2.889,2212.49,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,290.49,3.962,1951.821,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,301.64,2.792,2331.803,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,259.91,3.14,2055.623,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,225.383,3.363,1851.409,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,0,2.932,1179.047,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,4,,Passing,Lutjanus argentiventris
M22-P1L.avi,207.941,2.94,2012.489,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,457.225,18.53,4516.151,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,258.793,4.367,2814.2,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,234.591,1.241,1682.531,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,264.053,4.066,2088.798,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,246.36,10.948,3801.709,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,298.856,5.88,2244.631,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,288.523,6.075,2650.039,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,285.571,6.376,2566.292,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,464.589,3.213,1503.416,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,266.518,2.469,1700.456,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,165.915,2.985,1952.737,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,245.971,2.199,1638.667,PatillosIn1,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,,Passing,Lutjanus argentiventris
M22-P1L.avi,904.082,25.788,5211.367,PatillosIn1,POZP_I,Cheloniidae,Chelonia ,mydas,1,M,Passing,Chelonia  mydas
M22-P1L.avi,102.77,8.984,2974.617,PatillosIn1,POZP_I,Pomacentridae,Abudefduf,troschelii,1,,Passing,Abudefduf troschelii
M22-P1L.avi,143.25,9.017,3151.068,PatillosIn1,POZP_I,Pomacentridae,Abudefduf,troschelii,1,,Passing,Abudefduf troschelii
M22-P1L.avi,109.173,6.446,3422.775,PatillosIn1,POZP_I,Pomacentridae,Abudefduf,troschelii,1,,Passing,Abudefduf troschelii
M22-P1L.avi,126.058,7.655,3036.423,PatillosIn1,POZP_I,Pomacentridae,Abudefduf,troschelii,1,,Passing,Abudefduf troschelii
M22-P1L.avi,423.943,7.932,2552.256,PatillosIn1,POZP_I,Lutjanidae,Hoplopagrus,guentherii,1,,Passing,Hoplopagrus guentherii
M22-P1L.avi,388.856,4.088,2106.348,PatillosIn1,POZP_I,Serranidae,Epinephelus,labriformis,1,,Passing,Epinephelus labriformis
M22-P1L.avi,145.643,11.128,2872.875,PatillosIn1,POZP_I,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M22-P1L.avi,181.6,7.823,3501.621,PatillosIn1,POZP_I,Tetraodontidae,Sphoeroides,annulatus,1,,Passing,Sphoeroides annulatus
M22-P1L.avi,211.754,0.8,1019.727,PatillosIn1,POZP_I,Serranidae,Mycteroperca,olfax,1,,Passing,Mycteroperca olfax
M22-P1L.avi,184.765,0.772,900.052,PatillosIn1,POZP_I,Serranidae,Mycteroperca,olfax,1,,Passing,Mycteroperca olfax
M22-P1L.avi,144.687,1.034,1016.963,PatillosIn1,POZP_I,Serranidae,Mycteroperca,olfax,1,,Passing,Mycteroperca olfax
M23-P3L.avi,1288.007,15.577,3701.992,PatillosIn2,POZP_I,Cheloniidae,Chelonia ,mydas,1,NA,Passing,Chelonia  mydas
M23-P3L.avi,0,3.255,1250.479,PatillosIn2,POZP_I,Lutjanidae,Lutjanus,aratus,1,NA,Passing,Lutjanus aratus
M23-P3L.avi,653.592,6.51,2118.632,PatillosIn2,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,NA,Passing,Lutjanus argentiventris
M23-P3L.avi,390.825,4.078,2453.3,PatillosIn2,POZP_I,Lutjanidae,Lutjanus,novemfasciatus,1,NA,Passing,Lutjanus novemfasciatus
M23-P3L.avi,845.693,16.118,3492.669,PatillosIn2,POZP_I,Cheloniidae,Chelonia ,mydas,1,NA,Passing,Chelonia  mydas
M23-P3L.avi,383.344,6.47,2936.58,PatillosIn2,POZP_I,Gerreidae,Gerres,simillimus,1,NA,Passing,Gerres simillimus
M23-P3L.avi,128.705,7.47,2278.525,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M23-P3L.avi,111.44,5.556,2089.541,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M23-P3L.avi,141.678,8.136,2342.221,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M23-P3L.avi,135.575,7.916,2229.143,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M23-P3L.avi,782.503,14.197,2963.742,PatillosIn2,POZP_I,Lutjanidae,Lutjanus,novemfasciatus,1,NA,Passing,Lutjanus novemfasciatus
M23-P3L.avi,121.122,4.637,1957.53,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,currani,1,NA,Passing,Eucinostomus currani
M23-P3L.avi,103.528,5.13,1847.313,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,currani,1,NA,Passing,Eucinostomus currani
M23-P3L.avi,135.201,3.442,2041.301,PatillosIn2,POZP_I,Gerreidae,Eucinostomus,currani,1,NA,Passing,Eucinostomus currani
M23-P3L.avi,0,3.274,1254.541,PatillosIn2,POZP_I,Gecarcinidae,Cardisoma,crassum,1,NA,Passing,Cardisoma crassum
M23-P3L.avi,162.724,1.992,1549.249,PatillosIn2,POZP_I,Tetraodontidae,Sphoeroides,annulatus,1,NA,Passing,Sphoeroides annulatus
M23-P3L.avi,135.816,1.034,1291.721,PatillosIn2,POZP_I,Tetraodontidae,Sphoeroides,annulatus,1,NA,Passing,Sphoeroides annulatus
M24-P4L.avi,0,5.077,1924.853,PatillosIn3,POZP_I,Mugilidae,Mugil,sp,10,NA,Passing,Mugil sp
M24-P4L.avi,0,5.079,1925.505,PatillosIn3,POZP_I,Cheloniidae,,sp,1,NA,Passing,Cheloniidae sp
M24-P4L.avi,0,5.033,1915.106,PatillosIn3,POZP_I,Gerreidae,Eucinostomus,sp,1,NA,Passing,Eucinostomus sp
M24-P4L.avi,0,5.105,1930.062,PatillosIn3,POZP_I,Gerreidae,Eucinostomus,currani,2,NA,Passing,Eucinostomus currani
M24-P4L.avi,179.538,7.685,2868.965,PatillosIn3,POZP_I,Gerreidae,Eucinostomus,currani,1,NA,Passing,Eucinostomus currani
M24-P4L.avi,115.821,8.451,3264.659,PatillosIn3,POZP_I,Pomacentridae,Abudefduf,troschelii,1,NA,Passing,Abudefduf troschelii
M24-P4L.avi,152.609,2.214,2526.217,PatillosIn3,POZP_I,Tetraodontidae,Sphoeroides,annulatus,1,NA,Passing,Sphoeroides annulatus
M24-P4L.avi,287.067,4.911,3237.794,PatillosIn3,POZP_I,Lutjanidae,Lutjanus,argentiventris,1,NA,Passing,Lutjanus argentiventris
M24-P4L.avi,285.674,4.39,3176.956,PatillosIn3,POZP_I,Lutjanidae,Lutjanus,sp,1,NA,Passing,Lutjanus sp
M24-P4L.avi,1307.568,21.4,5141.17,PatillosIn3,POZP_I,Cheloniidae,Chelonia ,mydas,1,NA,Passing,Chelonia  mydas
M24-P4L.avi,323.351,2.091,1742.233,PatillosIn3,POZP_I,Gerreidae,Gerres,simillimus,1,NA,Passing,Gerres simillimus
M24-P4L.avi,285.407,0.917,1572.709,PatillosIn3,POZP_I,Gerreidae,Gerres,simillimus,1,NA,Passing,Gerres simillimus
M24-P4L.avi,300.97,3.313,2976.831,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,334.205,6.682,2541.111,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,328.789,7.842,2748.152,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,304.626,7.445,2694.64,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,333.806,8.913,2883.416,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,367.755,10.416,3086.992,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,353.77,7.19,2557.268,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,375.408,7.072,2523.1,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,1,NA,Passing,Mugil cephalus
M24-P4L.avi,0,5.169,1943.013,PatillosIn3,POZP_I,Mugilidae,Mugil,cephalus,92,NA,Passing,Mugil cephalus
